Controlling Institution	System ID	Accession No	Other ID: AS Key Set and CR	Classification term only	Object Type	Brief Description	Credit Line	Media Materials Description	Materials term only	Measurement Description	Update date	Item Count	Classification term only	Record Status	Department	Procedural Status	Signature Marks Date Description	Copyright status	Maker| Role for Export	Provenance full details	Collection	Current Owner	Object Copyright URI	Classification URI	Object Type URI	Materials Type URI	Artist for caption	Maker| Role for Export	Title and date	Medium and dimensions	Controlling Institution for caption	Copyright Holder for caption	Accession Number for caption	Primary Image DAM ID	Image DAM ID	Caption	CR Number	Exhibition Details	Documentation short summary only	Related Object IDs	External File Details
"Georgia O'Keeffe Museum (Santa Fe)"	"1009"	"2006.5.146"	"856, Catalogue Raisonne Number"	"Paintings/Visual Works"		"A horseshoe stands in the center of the work with its open end facing up.  A feather lies in front of the horseshoe.  Both objects rest on a shiny surface upon which their reflections can be seen."	"Gift of The Georgia O'Keeffe Foundation      "	"Oil on canvas"	"oil paint, canvas"	"12 3/16 x 16 inches"	"Nov 26 2019"	"1"	"Paintings/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"	"Inscriptions: Stretcher: inaccessible ^Verso: inaccessible"	"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300033618"		"http://vocab.getty.edu/aat/300015050, "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Turkey Feather with Horseshoe, II, 1935"	"Oil on canvas, 12 3/16 x 16 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.146]"	"725679"	"725679, "	"Georgia O'Keeffe. Turkey Feather with Horseshoe, II, 1935. Oil on canvas, 12 3/16 x 16 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.146]"	"856"	"1936 New York (An American Place), no. 2, as Turkey Feather with Horseshoe, II; 1953 Dallas, no. 16 ^2013 Santa Fe (O'Keeffe) Katsina; all venues"			"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"1010"	"2006.5.147"	"857, Catalogue Raisonne Number"	"Paintings/Visual Works"		"A horseshoe stands upright on the left side of the work with its open end facing upward.  A feather lies behind the horseshoe and along the surface upon which both objects rest.  The surface reflects a bit of the feather on the left end."	"Gift of The Georgia O'Keeffe Foundation      "	"Oil on board"	"oil paint, board"	"8 1/2 x 13 9/16 inches"	"Nov 20 2019"	"1"	"Paintings/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"	"Inscriptions: Backing: ^1. ""Horse Shoe with Feather No I -35"" (graphite) ^2. OK * (graphite)"	"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300033618"		"http://vocab.getty.edu/aat/300015050, "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Horseshoe with Feather No. 1, 1935"	"Oil on board, 8 1/2 x 13 9/16 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.147]"	"725681"	"725681, "	"Georgia O'Keeffe. Horseshoe with Feather No. 1, 1935. Oil on board, 8 1/2 x 13 9/16 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.147]"	"857"	"1936 New York (An American Place), no. 1, as Turkey Feather with Horseshoe, I ^2013 Santa Fe (O'Keeffe) Katsina; all venues ^2014 Eloquent Objects: Georgia O'Keeffe and Still-life Painting in New Mexico);Colorado Springs Fine Arts Center (June 25, 2015 - Sept. 13, 2015); Art Museum of South Texas (Oct 15, 2015 - Jan. 3, 2016)"			"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"1011"	"2006.5.152"	"916, Catalogue Raisonne Number"	"Paintings/Visual Works"		"A pair of gnarled and twisted horns fills much of the canvas in this work.  Several feathers lie in front of the horns along the lower edge of the painting."	"Gift of The Georgia O'Keeffe Foundation      "	"Oil on canvas"	"oil paint, canvas"	"20 1/16 x 24 3/16 inches"	"Aug 28 2019"	"1"	"Paintings/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"	"Inscriptions: Stretcher, inaccessible ^Verso: inaccessible ^Backing: ""Horn & Feathers / by Georgia O'Keeffe"" (Alfred Stieglitz, AAP1, black ink)"	"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300033618"		"http://vocab.getty.edu/aat/300015050, "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Horn and Feathers, 1937"	"Oil on canvas, 20 1/16 x 24 3/16 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.152]"	"725700"	"725700, "	"Georgia O'Keeffe. Horn and Feathers, 1937. Oil on canvas, 20 1/16 x 24 3/16 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.152]"	"916"	"1937-1938 New York (An American Place), no. 26, as Horn and Feathers; 1937 New York (Downtown - Knight) ^1971 Bryn Mawr, no. 12 ^2008 Santa Fe (O'Keeffe) Permanent Collection (Hartley) ^2013 Santa Fe (O'Keeffe) Katsina; all venues ^2014 Santa Fe (O'Keeffe) Ghost Ranch Views ^2015 New Mexico Museum of Art, Sept 11, 2015 - Jan. 17, 2016, Georgia O'Keeffe in Process"			"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"1012"	"2006.5.153"	"934, Catalogue Raisonne Number"	"Works on Paper/Visual Works"		"A bare tree extends across the paper diagonally from the lower-left corner to the upper-right corner.  The gnarled trunk divides into two in the upper-right corner of the work."	"Gift of The Georgia O'Keeffe Foundation      "	"Graphite on paper"	"Graphite, Paper, cardboard"	"10 x 5 3/4 inches"	"Nov 20 2019"	"1"	"Works on Paper/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"	"Inscriptions: Verso: ^1. ""Georgia O'Keeffe - 1936"" (graphite) ^2. ""27#"" (unidentified hand, graphite) ^Backing: ""Georgia O'Keeffe"" (black ink) ^Watermark: Blind stamp at corner, STRATHMORE with thistle"	"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300189621"		", , "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Dead Cedar Tree, 1937"	"Graphite on paper, 10 x 5 3/4 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.153]"		", 725705, , 780993"	"Georgia O'Keeffe. Dead Cedar Tree, 1937. Graphite on paper, 10 x 5 3/4 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.153]"	"934"	"2006 Santa Fe (O'Keeffe) Celebration of New Work ^2006 Santa Fe (O'Keeffe) Permanent Collection (GOK: Color and Conservation) ^2006 Santa Fe (O'Keeffe) Permanent Collection (Paul Strand) ^2012 Santa Fe (O'Keeffe) Faraway ^2015 New Mexico Museum of Art, Sept 11, 2015 - Jan. 17, 2016, Georgia O'Keeffe in Process"			"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"1013"	"2006.5.156"	"953, Catalogue Raisonne Number"	"Paintings/Visual Works"		"A round pink dish is presented from a birds-eye view, and as a result, the viewer is looking down into the dish.  Its base is only slightly visible.  Several green geranium leaves rest inside the dish and along its rim."	"Gift of The Georgia O'Keeffe Foundation      "	"Oil on wood panel"	"oil paint, wood"	"8 1/2 x 7 1/2 in (21.6 x 19.1 cm)"	"Aug 28 2019"	"1"	"Paintings/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"	"Inscriptions: Stretcher: inaccessible ^Verso: inaccessible ^Backing: ""Geranium Leaves in Pink Dish - 1938"" (graphite)"	"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist   Georgia O'Keeffe   1986   Abiquiu/New Mexico"		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300033618"		"http://vocab.getty.edu/aat/300015050, "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Geranium Leaves in Pink Dish, 1938"	"Oil on wood panel, 8 1/2 x 7 1/2 in (21.6 x 19.1 cm)"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.156]"	"725714"	"725714, "	"Georgia O'Keeffe. Geranium Leaves in Pink Dish, 1938. Oil on wood panel, 8 1/2 x 7 1/2 in (21.6 x 19.1 cm). Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.156]"	"953"	"1939 New York (An American Place), no. 4, as Geranium Leaves in Pink Dish ^2015 New Mexico Museum of Art, Sept 11, 2015 - Jan. 17, 2016, Georgia O'Keeffe in Process"			"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"1014"	"2006.5.166"	"1013, Catalogue Raisonne Number"	"Paintings/Visual Works"		"A single white feather has been placed in a white vase in the center of the work.  Only the top of the vase is visible, as it appears to be situated behind an object draped by fabric.  Additional fabric also hangs behind the vase."	"Gift of The Georgia O'Keeffe Foundation      "	"Oil on canvas"	"oil paint, canvas"	"20 x 16 inches"	"Nov 19 2019"	"1"	"Paintings/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"	"Inscriptions: Stretcher: inaccessible ^Verso: inaccessible ^Backing: ^1. ""For Cady / Georgia O'Keeffe / Summer 1941 - "" (white label, black ink) ^2. ""Georgia O'Keeffe"" (Alfred Stieglitz, white label, black ink)"	"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico, The artist, 1947   Georgia O'Keeffe   1947   Abiquiu/New Mexico, Cady Wells, Pojoaque, New Mexico, c. 1942   Cady Wells   1942   Pojoaque/New Mexico"		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300033618"		"http://vocab.getty.edu/aat/300015050, "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"White Feather, 1941"	"Oil on canvas, 20 x 16 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.166]"	"725735"	"725735, "	"Georgia O'Keeffe. White Feather, 1941. Oil on canvas, 20 x 16 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.166]"	"1013"	"1942 New York (An American Place), no. 7, as White Feather; ^1947 Fort Worth ^2007 Santa Fe (O'Keeffe) Permanent Collection (Living Artists: Sherrie Levine) ^2014 Eloquent Objects: Georgia O'Keeffe and Still-life Painting in New Mexico, Indianapolis Museum of Art (Nov. 2, 2014 - Feb. 15, 2015); Tacoma Museum of Art,(March 1 - June 7, 2015);Colorado Springs Fine Arts Center (June 25, 2015 - Sept. 13, 2015); Art Museum of South Texas (Oct 15, 2015 - Jan. 3, 2016)"			"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"1015"	"2006.5.167"	"1015, Catalogue Raisonne Number"	"Paintings/Visual Works"		"In the Hopi culture, the term Katsina (Katsinam, plural), also Kachina, is only used in reference to spirit beings. The Hopi term for the carved wooden figures that represent the Katsinam is Katsina tihu (tithu, plural). Georgia O’Keeffe created paintings of Hopi katsina dolls (tithu) between 1931 and 1942. These religious figures were highly visible and available to non-Hopi and non-Pueblo people during this time, but the museum has no record regarding why she painted or drew these figures nor where she saw them. ^ ^A slender kachina figure stands in a desert landscape with barren hills and a blue sky.  The kachina wears white pants and a green shirt.  A large feather protrudes from the top of his head."	"Gift of The Georgia O'Keeffe Foundation      "	"Oil on canvas"	"oil paint, canvas"	"16 15/16 x 7 1/16 inches"	"Aug 28 2019"	"1"	"Paintings/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"		"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300033618"		"http://vocab.getty.edu/aat/300015050, "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"A Man from the Desert, 1941"	"Oil on canvas, 16 15/16 x 7 1/16 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.167]"		", "	"Georgia O'Keeffe. A Man from the Desert, 1941. Oil on canvas, 16 15/16 x 7 1/16 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.167]"	"1015"	"1942 New York (An American Place), no. 5, as A Man From the Desert ^1997 Santa Fe (O'Keeffe) Inaugural ^2007 Santa Fe (O'Keeffe) Permanent Collection (Living Artists: Sherrie Levine) ^2013 Santa Fe (O'Keeffe) Katsina; all venues"			"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"1016"	"2006.5.168"	"1016, Catalogue Raisonne Number"	"Paintings/Visual Works"		"Three white lilies with yellow centers surround red Indian paintbrush flowers.  A sprig of greenery is visible in the background."	"Gift of The Georgia O'Keeffe Foundation      "	"Oil on canvas"	"oil paint, canvas"	"10 x 14 inches"	"Nov 20 2019"	"1"	"Paintings/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"	"Inscriptions: Stretcher: inaccessible ^Verso: inaccessible"	"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300033618"		"http://vocab.getty.edu/aat/300015050, "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Mariposa Lilies and Indian Paintbrush, 1941"	"Oil on canvas, 10 x 14 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.168]"	"725737"	"725737, "	"Georgia O'Keeffe. Mariposa Lilies and Indian Paintbrush, 1941. Oil on canvas, 10 x 14 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.168]"	"1016"	"1942 New York (An American Place), no 3, as White Mariposa Lilies and Red Indian paintbrush ^2007 Santa Fe (O'Keeffe) Permanent Collection (Living Artists: Sherrie Levine) ^2008 Santa Fe (O'Keeffe) Permanent Collection (Hartley) ^2008 Santa Fe (O'Keeffe) Permanent Collection (GOK and the Camera) ^2009 Santa Fe (O'Keeffe) Permanent Collection (Modernists in NM) ^2009 Santa Fe (O'Keeffe) Permanent Collection (Beyond Our Shores/Jimson Weed Returns)"			"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"1017"	"2006.5.170"	"1020, Catalogue Raisonne Number"	"Paintings/Visual Works"		"This work is painted from the point of view of one who is actually on the road as it ascends a slight hill.  Pedernal lies directly ahead in the center of the work."	"Gift of The Georgia O'Keeffe Foundation      "	"Oil on canvas"	"oil paint, canvas"	"6 1/8 x 10 inches"	"Nov 20 2019"	"1"	"Paintings/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"	"Inscriptions: Stretcher inaccessible ^Verso: inaccessible ^Backing: ""Road to Pedernal"" (black ink, on piece of wood attached to backing)"	"Copyright"	"Artist: Georgia O'Keeffe"	"(The Downtown Gallery, New York, N.Y.) ^Private collection, Washington, D.C., 1958 ^Sotheby Parke Bernet inc., New York., sale no. 3644, lot no. 84, 23 May 1974 ^The Artist, purchase, 1974 Estate of the artist, 1986         "		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300033618"		"http://vocab.getty.edu/aat/300015050, "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Road to Pedernal, 1941"	"Oil on canvas, 6 1/8 x 10 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.170]"	"725741"	"725741, "	"Georgia O'Keeffe. Road to Pedernal, 1941. Oil on canvas, 6 1/8 x 10 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.170]"	"1020"	"1942 New York (An American Place), no. 1, as A Road and Mountain ^2010 Santa Fe (O'Keeffe) O'Keeffiana ^2012 Santa Fe (O'Keeffe) Faraway ^2016 Santa Fe (O'Keeffe) O'Keeffe's New Mexico"			"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"1018"	"2006.5.171"	"1021, Catalogue Raisonne Number"	"Paintings/Visual Works"		"In this work, Pedernal is visible in a blue silhouette in the distance beneath a dark blue sky.  Large, formless red shapes fill much of the foreground, and a small patch of green can be seen in the lower-left corner."	"Gift of The Georgia O'Keeffe Foundation      "	"Oil on board"	"oil paint, board"	"7 x 16 inches"	"Nov 20 2019"	"1"	"Paintings/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"		"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of th artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300033618"		"http://vocab.getty.edu/aat/300015050, "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Untitled (Pedernal), 1941"	"Oil on board, 7 x 16 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.171]"	"725743"	"725743, "	"Georgia O'Keeffe. Untitled (Pedernal), 1941. Oil on board, 7 x 16 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.171]"	"1021"	"2010 Santa Fe (O'Keeffe) O'Keeffiana ^2014 Santa Fe (O'Keeffe) Ghost Ranch Views ^2015 New Mexico Museum of Art, Sept 11, 2015 - Jan. 17, 2016, Georgia O'Keeffe in Process"			"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"1020"	"2006.5.173"	"1023, Catalogue Raisonne Number"	"Paintings/Visual Works"		"Pedernal rises up over the New Mexico landscape.  Much of the mountain is covered in various shades of green.  Shrubs dot the landscape in the fore- and middle-ground."	"Gift of The Georgia O'Keeffe Foundation      "	"Oil on canvas"	"oil paint, canvas"	"20 1/16 x 30 1/8 inches"	"Nov 20 2019"	"1"	"Paintings/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"	"Inscriptions: Stretcher: inaccessible ^Verso: inaccessible ^Backing: ""My Front Yard, Summer 1941"" (Agapita Judy Lopez, graphite)"	"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300033618"		"http://vocab.getty.edu/aat/300015050, "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"My Front Yard, Summer, 1941"	"Oil on canvas, 20 1/16 x 30 1/8 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.173]"	"725746"	"725746, "	"Georgia O'Keeffe. My Front Yard, Summer, 1941. Oil on canvas, 20 1/16 x 30 1/8 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.173]"	"1023"	"1942 New York (An American Place), no. 10, as My Front Yard - Summer ^2010 Santa Fe (O'Keeffe) O'Keeffiana ^2011 Europe (Rome, Munich, Helsinki) GOK: Retrospective ^2015 New Mexico Museum of Art, Sept 11, 2015 - Jan. 17, 2016, Georgia O'Keeffe in Process"			"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"1021"	"2006.5.174"	"1033, Catalogue Raisonne Number"	"Paintings/Visual Works"		"Two feathers fill the canvas.  A white feather is positioned in an upright fashion, while a grey feather lies across it on a slight diagonal."	"Gift of The Georgia O'Keeffe Foundation      "	"Oil on canvas"	"oil paint, canvas"	"16 x 12 inches"	"Aug 28 2019"	"1"	"Paintings/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"	"Inscriptions: Stretcher: inaccessible ^Verso: inaccessible"	"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300033618"		"http://vocab.getty.edu/aat/300015050, "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Feathers, White and Grey, 1942"	"Oil on canvas, 16 x 12 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.174]"	"725751"	"725751, "	"Georgia O'Keeffe. Feathers, White and Grey, 1942. Oil on canvas, 16 x 12 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.174]"	"1033"	"1943 New York (An American Place), no. 2, as Feathers - White and Grey"			"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"1022"	"2006.5.175"	"1035, Catalogue Raisonne Number"	"Paintings/Visual Works"		"The upper portion of a kokopelli figure is located just to the left of center in this work.  His black head is bisected by a white stripe along the forehead and down to the nose.  His eyes are white circles.  Brown, red, and black feathers protrude from the top of his head."	"Gift of The Georgia O'Keeffe Foundation      "	"Oil on board"	"oil paint, board"	"7 3/8 x 7 1/2 inches"	"Nov 20 2019"	"1"	"Paintings/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"	"Inscriptions Verso: ""Kokopeli"" (Andrew Droth, graphite)"	"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300033618"		"http://vocab.getty.edu/aat/300015050, "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Kokopelli, 1942"	"Oil on board, 7 3/8 x 7 1/2 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.175]"		", "	"Georgia O'Keeffe. Kokopelli, 1942. Oil on board, 7 3/8 x 7 1/2 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.175]"	"1035"	"1943 New York (An American Place), no. 14, as Kokopeli; 1997 Santa Fe (O'Keeffe) ^1997 Santa Fe (O'Keeffe) Inaugural ^2007 Santa Fe (O'Keeffe) Permanent Collection (Living Artists: Sherrie Levine) ^2013 Santa Fe (O'Keeffe) Katsina; all venues"			"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"1023"	"2006.5.176"	"1041, Catalogue Raisonne Number"	"Works on Paper/Visual Works"		"The head of an African-American man is situated on the upper half of the sheet of paper.  He has a serious expression on his face, and his eyes look slightly off to the viewer's left.  He has a broad forehead and nose and full lips."	"Gift of The Georgia O'Keeffe Foundation      "	"Charcoal on paper"	"charcoal, Paper"	"24 7/8 x 18 7/8 inches"	"Nov 26 2019"	"1"	"Works on Paper/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"	"Watermark MBM (FRANCE) Ingres d'Arches"	"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300189621"		", "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Untitled (Beauford Delaney), 1943"	"Charcoal on paper, 24 7/8 x 18 7/8 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.176]"	"725756"	"725756, "	"Georgia O'Keeffe. Untitled (Beauford Delaney), 1943. Charcoal on paper, 24 7/8 x 18 7/8 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.176]"	"1041"	"2006 Santa Fe (O'Keeffe) Celebration of New Work ^2006 Santa Fe (O'Keeffe) Permanent Collection (GOK: Color and Conservation) ^2006 Santa Fe (O'Keeffe) Permanent Collection (Paul Strand) ^2011 Santa Fe (O'Keeffe) Permanent Collection (Robert Henri) ^2015 New Mexico Museum of Art, Sept 11, 2015 - Jan. 17, 2016, Georgia O'Keeffe in Process"			"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
